Property Reference Number,Ratepayer,Address,Postcode,Latitude,Longitude,Property start date,Rateable value,VOA code,VOA description,Liability start date,Occupied,Occupied description,Reaons Empty,Empty from,Mandatory Reliefs,Date From,DISC Reliefs,Date From,Retail Relief,Other Reliefs,Date From, Total Net Liability ,Local Reval Relief
21659,,"97, Whetley Lane, Bradford, BD8 9DS",BD8 9DS,53.80269,-1.77896,1990-04-01,6200,CS,SHOP AND PREMISES,2008-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2010,,,,,, ‹¨«-   ,
21660,Society Of Dyers & Colourists,"2nd Floor, Perkin House, 1, Longlands Street, Bradford, BD1 2PT",BD1 2PT,,,1996-09-01,27500,CO,OFFICES AND PREMISES,2012-06-01,Y,Occupied,,,Mandatory Charity Relief,07/08/2012,,,,,," ‹¨«2,772.00 ",
21665,,"2, Grantham Road, Bradford, BD7 1RQ",BD7 1RQ,53.78801,-1.7681,1990-04-01,4050,CS,SHOP AND PREMISES,2014-11-01,Y,Occupied,,,Small Business Rates Relief,01/11/2014,,,,,, ‹¨«-   ,
21667,Sarasoza-Ibatex Pension Fund,"Part 2nd Floor, Oswin House, 38, Canal Road, Bradford, BD1 4BA",BD1 4BA,53.79738,-1.74884,1990-04-01,650,IF3,,2008-04-01,,Empty,Exempt below RV,01/07/2008,,,,,,,, ‹¨«-   ,
21680,Love Brownies.Co.Uk Limited,"21b, Brook Street, Ilkley, LS29 8AA",LS29 8AA,53.92508,-1.82372,1993-09-30,13250,CS,SHOP AND PREMISES,2016-08-01,Y,Occupied,,,Small Business Rates Relief,19/09/2016,,,Retail Discount,,," ‹¨«1,471.16 ",
21681,,"2a, Regent Road, Ilkley, LS29 9EA",LS29 9EA,53.92536,-1.82769,1990-04-01,20250,MH,SURGERY AND PREMISES,2001-04-01,Y,Occupied,,,,,,,,,," ‹¨«9,942.75 ",
21682,Living Care Pharmacy (Ilkley) Limited,"10, Cowpasture Road, Ilkley, LS29 8SR",LS29 8SR,53.92403,-1.82005,1990-04-01,12750,CS,SHOP AND PREMISES,2017-05-01,Y,Occupied,,,Small Business Rates Relief,01/05/2017,,,Retail Discount,,," ‹¨«1,043.37 ",
21684,,"Suite 9 Unit 1, Robin Mills, Leeds Road, Idle, Bradford, BD10 9TE",BD10 9TE,53.83399,-1.71714,1991-08-19,1525,CO,OFFICE AND PREMISES,2007-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
21685,Bluesea 777 Ltd,"17, The Green, Idle, Bradford, BD10 9PT",BD10 9PT,53.8353,-1.7303,1990-04-01,6200,CS,,2018-06-18,Y,Occupied,,,Small Business Rates Relief,18/06/2018,,,,,, ‹¨«-   ,
21690,,"Auto Mint, Leeds Road, Bradford, BD3 9JG",BD3 9JG,53.79303,-1.74038,1990-04-01,28000,CX,HAND CAR WASH AND PREMISES,2018-11-14,Y,Occupied,,,,,,,Retail Discount,,," ‹¨«9,165.33 ",
21692,Metalcraft Precision Engineering Limited,"Unit 12b, Euroway Estate, Wharfedale Road, Bradford, BD4 6SG",BD4 6SG,53.75936,-1.73931,1993-07-04,47250,CW,,2016-10-31,Y,Occupied,,,,,,,,,," ‹¨«23,199.75 ",
21693,Campervan Hire Limited T/A Castle Garages,"20, Tong Street, Bradford, BD4 9LT",BD4 9LT,53.77419,-1.72683,1990-04-01,7900,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES,2016-04-07,Y,Occupied,,,Small Business Rates Relief,07/04/2016,,,,,, ‹¨«-   ,
21694,Cab Tech Limited,"Workshop Bolton Street, Huddersfield Road, Low Moor, Bradford, BD12 0SB",BD12 0SB,53.75443,-1.76792,1990-04-01,8600,IF3,WORKSHOP AND PREMISES,2015-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2015,,,,,, ‹¨«-   ,
21698,Bradford MDC,"Victoria Hall, Sandbeds, Queensbury, BD13 1AB",BD13 1AB,53.7687,-1.84239,1990-04-01,2800,EM,LIBRARY AND PREMISES,1990-04-01,,Empty,Exempt Listed Building,01/04/2018,,,,,,,, ‹¨«-   ,
21707,Arqiva Limited,"Telecommunication Mast Site, Ref 10441, Ryecroft, Harden, Bingley, BD16 1DH",BD16 1DH,53.8396,-1.88582,1990-04-01,5700,MT1,COMMUNICATION STATION AND PREMISES,1990-04-01,Y,Occupied,,,,,,,,,," ‹¨«1,937.63 ",
21709,,"21a, Well Croft, Shipley, BD18 3QH",BD18 3QH,53.83282,-1.7788,1990-04-01,4400,CS,SHOP AND PREMISES,2002-02-01,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
21712,Blue Band Foods Limited,"107, Oak Lane, Bradford, BD9 4QU",BD9 4QU,53.80847,-1.77456,1990-04-01,6100,CS,,2018-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2018,,,,,, ‹¨«-   ,
21718,,"Gnd Flr, 12, Duckworth Lane, Bradford, BD9 5EP",BD9 5EP,53.80622,-1.78818,1990-04-01,5700,CS,,2016-10-08,Y,Occupied,,,Small Business Rates Relief,08/10/2016,,,,,, ‹¨«-   ,
21726,,"13, Fulton Street, Bradford, BD1 2LZ",BD1 2LZ,53.79458,-1.75833,1990-04-01,5000,IF3,WORKSHOP AND PREMISES,2011-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2011,,,,,, ‹¨«-   ,
21728,,"183, Woodhead Road, Bradford, BD7 2BL",BD7 2BL,53.78941,-1.77592,1990-04-01,12000,CS,,1990-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2017,,,,,, ‹¨«-   ,
21733,Rrg Group Limited,"Showroom, Station Road, Canal Rd-Queens Rd, Bradford, BD1 4SF",BD1 4SF,53.80903,-1.75737,1991-04-03,101000,CG3,,2004-04-05,Y,Occupied,,,,,,,,,," ‹¨«50,904.00 ",
21734,T C D Investments Limited,"Unit 6, 365, Canal Road, Bradford, BD2 1AA",BD2 1AA,53.80963,-1.75742,1990-04-01,13500,IF3,WORKSHOP AND PREMISES,2005-08-01,Y,Occupied,,,Small Business Rates Relief,01/04/2017,,,Retail Discount,,," ‹¨«2,209.50 ",
21737,Age Uk,"68, Kirkgate, Silsden, Keighley, BD20 0PA",BD20 0PA,53.91376,-1.93751,1990-04-01,6900,CS,SHOP AND PREMISES,1992-04-27,Y,Occupied,,,Mandatory Charity Relief,01/04/1998,,,Retail Discount,,, ‹¨«463.68 ,
21738,Martin House Charity Shop,"21, Brook Street, Ilkley, LS29 8AA",LS29 8AA,53.92508,-1.82372,1993-09-30,27750,CS,SHOP AND PREMISES,2013-07-01,Y,Occupied,,,Mandatory Charity Relief,01/07/2013,,,Retail Discount,,," ‹¨«1,864.80 ",
21745,Staying Put,"673, Leeds Road, Bradford, BD3 8EL",BD3 8EL,53.79302,-1.72235,1996-12-09,2350,CO,OFFICES AND PREMISES,2019-10-01,Y,Occupied,,,,,,,,,, ‹¨«573.21 ,
21747,T & S Robinson Partnership Llp,"Unit 35, St James Wholesale Market, Essex Street, Bradford, BD4 7PG",BD4 7PG,53.78872,-1.73967,1992-04-01,2375,CW,WAREHOUSE AND PREMISES,2016-07-01,Y,Occupied,,,Small Business Rates Relief,01/07/2016,,,,,, ‹¨«-   ,
21748,Pakeezah Meat Supplies Limited,"Pakeezah Supermarkets (Office), Leeds Road, Bradford, BD3 9FB",BD3 9FB,,,1990-04-01,13750,CO,,2012-04-12,Y,Occupied,,,,,,,,,," ‹¨«6,751.25 ",
21749,,"Bradair Bradford Ltd, Tyersal Works, Tyersal Lane, Bradford, BD4 0RB",BD4 0RB,53.78292,-1.70536,1990-04-01,7100,IF3,WORKSHOP AND PREMISES,2018-01-10,,Empty,Empty Charge Industrial,10/07/2018,,,,,,,," ‹¨«3,578.40 ",
21750,Pay Weekly Ltd,"Unit 12a, Euroway Estate, Wharfedale Road, Bradford, BD4 6SG",BD4 6SG,53.75936,-1.73931,1993-07-04,47750,CW,WAREHOUSE AND PREMISES,2018-09-29,Y,Occupied,,,,,,,,,," ‹¨«23,445.25 ",
21755,,"Workshop, Providence Lane, Oakworth, Keighley, BD22 7QS",BD22 7QS,53.84012,-1.95154,1990-04-01,5300,IF3,WORKSHOP AND PREMISES,1990-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
21756,Arqiva Limited,"Telecommunication Mast Site, Ref 10459, Roper Lane, Queensbury, Bradford, BD13 2NR",BD13 2NR,53.76665,-1.867,1990-04-01,10250,MT1,COMMUNICATION STATION AND PREMISES,1990-04-01,Y,Occupied,,,,,,,,,," ‹¨«5,032.75 ",
21757,,"19, Green End, Bradford, BD14 6BA",BD14 6BA,53.78399,-1.8192,1990-04-01,2850,CS,SHOP AND PREMISES,2014-01-01,Y,Occupied,,,Small Business Rates Relief,01/01/2014,,,,,, ‹¨«-   ,
21759,,"129, Buttershaw Lane, Bradford, BD6 2DA",BD6 2DA,53.76277,-1.78054,1990-04-01,4650,CS,SHOP AND PREMISES,2007-01-08,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
21762,,"Bst, 16, Paley Road, Bradford, BD4 7EJ",BD4 7EJ,53.78394,-1.73786,1990-04-01,3100,CW3,,2009-04-01,,Empty,Empty Charge Industrial,01/04/2017,,,,,,,, ‹¨«912.23 ,
21764,Prestige Aesthetics Ltd,"96, Otley Road, Eldwick, Bingley, BD16 3HD",BD16 3HD,53.85981,-1.81298,1996-12-01,7100,CO,OFFICES AND PREMISES,2018-08-14,Y,Occupied,,,Small Business Rates Relief,14/08/2018,,,,,, ‹¨«-   ,
21766,Js Equine Management Limited,"Shay Gate Riding Stables, Shay Lane, Wilsden, Bradford, BD15 0DQ",BD15 0DQ,53.81636,-1.84815,1998-06-15,15500,LX,STABLES AND PREMISES,2013-09-02,Y,Occupied,,,,,,,,,," ‹¨«6,079.51 ",Yes
21768,Great Northern Emporium Limited,"Great Northern Hotel, 528, Thornton Road, Thornton, Bradford, BD13 3NH",BD13 3NH,53.79078,-1.85495,1990-04-01,7950,CL,,2008-11-10,Y,Occupied,,,Small Business Rates Relief,01/11/2016,,,,,, ‹¨«-   ,
21775,Power Leisure Bookmakers Limited,"2, Duckworth Grove, Bradford, BD9 5HQ",BD9 5HQ,53.80648,-1.79094,1990-04-01,15250,CS,BETTING SHOP & PREMISES,2014-09-07,Y,Occupied,,,,,,,,,," ‹¨«7,487.75 ",
21777,Alsafa Services Limted,"Cpm Car Park, Grammar School Street, Bradford, BD1 4QD",BD1 4QD,53.798,-1.75575,1996-10-21,23000,CP,,2018-12-07,Y,Occupied,,,,,,,,,," ‹¨«11,293.00 ",
21778,Servco Equipe Limited,"Unit 6, Young Street, Bradford, BD8 9RE",BD8 9RE,53.79813,-1.78967,1994-02-01,12750,IF3,WORKSHOP AND PREMISES,2018-11-01,Y,Occupied,,,Small Business Rates Relief,01/11/2018,,,Retail Discount,,," ‹¨«1,043.37 ",
21785,S D Int Ltd T/A Manningham Superstore,"Northfield Works, Carlisle Terrace, Bradford, BD8 8AT",BD8 8AT,53.80463,-1.76895,1990-04-01,24000,CS,,2013-11-18,Y,Occupied,,,,,,,Retail Discount,,," ‹¨«7,856.00 ",
21791,Bangladeshi Educational Achievement Project,"31, Cornwall Road, Bradford, BD8 7JN",BD8 7JN,53.80245,-1.75929,1991-04-25,40750,LC,COMMUNITY CENTRE AND PREMISES,2005-06-01,Y,Occupied,,,Mandatory Charity Relief,01/06/2005,,,,,," ‹¨«4,107.60 ",
21792,,"Unit 7, 365, Canal Road, Bradford, BD2 1AA",BD2 1AA,53.80963,-1.75742,1990-04-01,4550,IF3,WORKSHOP AND PREMISES,2005-11-01,Y,Occupied,,,Small Business Rates Relief,01/04/2008,,,,,, ‹¨«-   ,
21795,,"15, Briggate, Silsden, BD20 9JS",BD20 9JS,53.91481,-1.93879,1990-04-01,4650,CS,SHOP AND PREMISES,2016-10-31,Y,Occupied,,,Small Business Rates Relief,31/10/2016,,,,,, ‹¨«-   ,
21796,,"Esscroft Private Nursery, Ilkley Road, Manor Park, Burley In Wharfedale, Ilkley, LS29 7HH",LS29 7HH,53.92097,-1.76485,1993-06-28,2900,EN1,DAY NURSERY AND PREMISES,1993-06-28,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
21803,Bradford MDC,"Car Park At Orange Street, Leeds Road, Bradford, BD3 9PS",BD3 9PS,53.79284,-1.74257,1995-04-01,3900,CP,CAR PARK AND PREMISES,1995-04-01,Y,Occupied,,,,,,,,,," ‹¨«1,194.87 ",
21806,Victor Manufacturing Limited,"Lonsdale Works, Gibson Street, Bradford, BD3 9TB",BD3 9TB,53.79124,-1.72986,1990-04-01,82500,IF,,1990-04-01,Y,Occupied,,,,,,,,,," ‹¨«41,580.00 ",
21808,Poundstretcher Limited,"Warehouse, Weaverthorpe Park, Weaverthorpe Road, Bradford, BD4 9RQ",BD4 9RQ,53.76602,-1.7081,1993-05-04,33000,CS10,RETAIL WAREHOUSE AND PREMISES,2007-04-01,Y,Occupied,,,,,,,Retail Discount,,," ‹¨«10,802.00 ",
21813,,"Worth Valley Caravan Park, Station Road, Oakworth, Keighley, BD22 0DZ",BD22 0DZ,53.84127,-1.94143,1990-04-01,2050,CC1,CARAVAN PARK AND PREMISES,1990-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
21815,Service Electrical (Bradford) Limited,"Unit 7, Bull Royd Mills, Bull Royd Lane, Bradford, BD8 0LH",BD8 0LH,53.79962,-1.79749,1990-04-01,5000,CW3,STORE AND PREMISES,1994-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
21824,,"130, Main Street, Bingley, BD16 2HL",BD16 2HL,53.84937,-1.83935,1990-04-01,5600,CS,SHOP AND PREMISES,2006-12-22,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
21827,,"1001, Thornton Road, Bradford, BD8 0JD",BD8 0JD,53.79552,-1.80605,1990-04-01,1875,CO,OFFICES AND PREMISES,2000-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
21838,,"Unit 52, Mantra House, South Street, Keighley, BD21 1SX",BD21 1SX,53.86297,-1.91128,1990-04-01,2900,IF3,WORKSHOP AND PREMISES,2017-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2017,,,,,, ‹¨«-   ,
21847,Walkglade Limited & Hamilton Scott Estates Limited,"2nd Floor, Caspian House, 61, East Parade, Bradford, BD1 5EP",BD1 5EP,53.7945,-1.74436,1995-02-04,13000,CO,OFFICES AND PREMISES,2007-09-01,,Empty,Exempt Listed Building,01/09/2007,,,,,,,, ‹¨«-   ,
21860,,"Unit 1, Stanley Street, Greengates, Bradford, BD10 0QZ",BD10 0QZ,53.83094,-1.7133,1990-04-01,6100,IF3,WORKSHOP AND PREMISES,2018-01-26,Y,Occupied,,,Small Business Rates Relief,26/01/2018,,,,,, ‹¨«-   ,
21861,Thornbury Youth Community Interest Company,"16, Lower Rushton Road, Bradford, BD3 8PX",BD3 8PX,53.79643,-1.71091,1996-09-20,2900,LC,COMMUNITY CENTRE AND PREMISES,1996-09-20,Y,Occupied,,,Small Business Rates Relief,01/04/2010,,,,,, ‹¨«-   ,
21862,Silverback Properties Limited,"Unit 6 At, 935, Leeds Road, Bradford, BD3 8HD",BD3 8HD,53.79662,-1.71332,1990-04-01,1775,CW3,STORE AND PREMISES,2006-04-01,,Empty,Exempt below RV,01/04/2006,,,,,,,, ‹¨«-   ,
21865,Rawal Halal Chinese Ltd T/A China Chopstix,"250, Barkerend Road, Bradford, BD3 9DB",BD3 9DB,53.79719,-1.73454,1990-04-01,2950,CS,,2011-03-21,Y,Occupied,,,Small Business Rates Relief,21/03/2011,,,,,, ‹¨«-   ,
21866,Metropolitan & City Properties Ltd,"Unit C, Weaverthorpe Park, Weaverthorpe Road, Bradford, BD4 9RQ",BD4 9RQ,53.76602,-1.7081,1993-05-04,0,CS10,,2010-04-01,,Empty,Exempt below RV,23/04/2019,,,,,,,, ‹¨«939.15 ,
21874,,"3a, Perseverance Lane, Bradford, BD7 3LE",BD7 3LE,53.77968,-1.78283,1990-04-01,2700,CS,SHOP AND PREMISES,2016-02-01,Y,Occupied,,,Small Business Rates Relief,01/02/2016,,,,,, ‹¨«-   ,
21875,Buttershaw Convenience Store Ltd,"2, Boltby Lane, Bradford, BD6 2BH",BD6 2BH,53.76051,-1.79887,1990-04-01,8500,CS,SHOP AND PREMISES,2012-10-01,Y,Occupied,,,Small Business Rates Relief,01/10/2012,,,,,, ‹¨«-   ,
21878,,"(Canal Wharfe), Hospital Road, Riddlesden, Keighley, BD20 5EP",BD20 5EP,53.87738,-1.87894,1990-04-01,2550,CW1,LAND USED FOR STORAGE AND PREMISES,2006-04-21,,Empty,Exempt below RV,21/04/2006,,,,,,,, ‹¨«-   ,
21880,,"The Grange, Sconce Lane, High Eldwick, Bingley, BD16 3BL",BD16 3BL,53.87256,-1.78372,1997-04-01,65500,CH1,SELF CATERING HOLIDAY UNIT (12) AND PREMISES,1997-04-01,Y,Occupied,,,,,,,,,," ‹¨«15,704.10 ",Yes
21886,,"209, Bradford Road, Shipley, BD18 3AA",BD18 3AA,53.82283,-1.77694,1990-04-01,11750,EN1,DAY NURSERY AND PREMISES,1990-04-01,,Empty,Empty Charge Retail,08/04/2019,,,,,,,," ‹¨«5,808.74 ",
21893,Hig Luxembourg Holdings 79 Sarl,"1st Floor, 54, Kirkgate, Bradford, BD1 1QT",BD1 1QT,53.79459,-1.75455,1996-06-05,1925,CW3,STORE AND PREMISES,2016-04-01,,Empty,Exempt below RV,09/01/2019,,,,,,,, ‹¨«-   ,
21896,,"Chantilly, 11, Fulton Street, Bradford, BD1 2LZ",BD1 2LZ,53.79458,-1.75833,1990-04-01,5800,CW,WAREHOUSE AND PREMISES,2011-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2011,,,,,, ‹¨«-   ,
21899,Happy Customer Limited,"1, Westgate, Bradford, BD1 1QL",BD1 1QL,53.79507,-1.75253,1990-04-01,16000,CS,SHOP AND PREMISES,2011-12-21,Y,Occupied,,,,,,,Retail Discount,,," ‹¨«4,844.07 ",
21901,Asia Textiles Limited,"10, Sackville Street, Bradford, BD1 2AJ",BD1 2AJ,53.79456,-1.75725,1990-04-01,6700,CW,WAREHOUSE AND PREMISES,2010-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2010,,,,,, ‹¨«-   ,
21905,Pearson Professional Assessments Limited,"1st Floor, Caspian House, 61, East Parade, Bradford, BD1 5EP",BD1 5EP,53.7945,-1.74436,1995-02-04,12500,CO,OFFICES AND PREMISES,2004-09-14,Y,Occupied,,,,,,,,,," ‹¨«6,137.50 ",
21907,,"63, Church Street, Keighley, BD21 5HT",BD21 5HT,53.86484,-1.91041,1990-04-01,3250,CS,SHOP AND PREMISES,2015-09-01,Y,Occupied,,,Small Business Rates Relief,01/09/2015,,,,,, ‹¨«-   ,
21910,Imran'S Balti Ltd,"107, Bolton Lane, Bradford, BD2 4BB",BD2 4BB,53.81189,-1.7502,1990-04-01,9000,CS,SHOP AND PREMISES,2018-06-28,,Empty,Empty Charge Retail,28/09/2018,,,,,,,," ‹¨«4,536.00 ",
21913,K R Martin Ltd,"Shop, 12, Cowpasture Road, Ilkley, LS29 8SR",LS29 8SR,53.92403,-1.82005,1990-04-01,11750,CS,,2019-01-02,Y,Occupied,,,,,,,,,," ‹¨«5,769.25 ",
21918,,"1-3, Thackley Road, Bradford, BD10 0RS",BD10 0RS,53.84424,-1.734,1990-04-01,2500,CS,SHOP AND PREMISES,2008-10-01,Y,Occupied,,,Small Business Rates Relief,01/10/2008,,,,,, ‹¨«-   ,
21924,,"Unit 3 Opposite, Jacmil Farm, Tong Lane, Tong, Bradford, BD4 0RU",BD4 0RU,53.7785,-1.64437,1993-07-12,3600,IF3,WORKSHOP AND PREMISES,2017-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2017,,,,,, ‹¨«-   ,
21929,,"25-27, Main Street, Haworth, Keighley, BD22 8DA",BD22 8DA,53.82957,-1.95441,1990-04-01,7000,CS,SHOP AND PREMISES,2018-01-15,Y,Occupied,,,Small Business Rates Relief,15/01/2018,,,,,, ‹¨«-   ,
21934,,"191, Wibsey Park Avenue, Bradford, BD6 3QJ",BD6 3QJ,53.76399,-1.7873,1990-04-01,4550,CS,SHOP AND PREMISES,2014-09-09,Y,Occupied,,,Small Business Rates Relief,20/09/2014,,,,,, ‹¨«-   ,
21936,Horton Park Primary Academy School,"Horton Park Primary School, Dawnay Road, Bradford, BD5 9LQ",BD5 9LQ,53.77963,-1.7742,1990-04-01,67500,EL,,2016-12-01,Y,Occupied,,,Mandatory Charity Relief,01/12/2016,,,,,," ‹¨«6,804.00 ",
21939,Bradford MDC,"Car Park, Victoria Street, Bingley, BD16 3NQ",BD16 3NQ,53.84914,-1.82108,1990-04-01,10500,CP,CAR PARK AND PREMISES,1990-04-01,Y,Occupied,,,,,,,,,," ‹¨«4,262.78 ",
21940,Wilsden Autos Limited,"Showroom And Premises, Main Street, Wilsden, Bradford, BD15 0HX",BD15 0HX,53.8205,-1.85968,1997-07-26,68500,CG3,,1997-07-26,Y,Occupied,,,,,,,,,," ‹¨«34,524.00 ",
21942,Branwell House Social And Sports Centre,"Branwell House, 2, Firth Street, Thornton, Bradford, BD13 3JH",BD13 3JH,53.79125,-1.8531,1990-04-01,6000,CL2,CLUB AND PREMISES,1990-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
21943,,"Carlisle Hotel, 86, Carlisle Road, Bradford, BD8 8BB",BD8 8BB,53.80569,-1.77186,1990-04-01,3500,CL,PUBLIC HOUSE AND PREMISES,2015-09-08,Y,Occupied,,,Small Business Rates Relief,01/11/2015,,,,,, ‹¨«-   ,
21946,Grant & Bowman Limited,"Former Brickworks, Stanley Road, Bradford, BD2 1AS",BD2 1AS,53.81819,-1.76248,1997-04-01,275000,IF,FACTORY AND PREMISES,1998-01-12,Y,Occupied,,,,,,,,,," ‹¨«138,600.00 ",
21947,Total Homecare (Yorkshire) Limited,"103, Saltaire Road, Shipley, BD18 3HD",BD18 3HD,53.83608,-1.79187,1990-04-01,5100,CS,SHOP AND PREMISES,2014-12-01,Y,Occupied,,,Small Business Rates Relief,01/12/2014,,,,,, ‹¨«-   ,
21951,Hig Luxembourg Holdings 79 Sarl,"54, Kirkgate, Bradford, BD1 1QT",BD1 1QT,53.79459,-1.75455,1996-06-05,27500,CS,,2016-04-01,Y,Occupied,,,,,,,,,, ‹¨«-   ,
21952,Co-Operative Group Limited,"The Knowle Funeral Service, Victoria Road, Keighley, BD21 1ER",BD21 1ER,53.85933,-1.91258,1990-04-01,14500,CO,OFFICES AND PREMISES,1990-04-01,Y,Occupied,,,,,,,,,," ‹¨«7,119.50 ",
21953,,"Westgate Snooker & Pool Centre, 1st Floor, 51, Westgate, Bradford, BD1 2RD",BD1 2RD,53.79632,-1.75984,1990-04-01,8100,CL2,SNOOKER HALL AND PREMISES,2019-11-01,Y,Occupied,,,Small Business Rates Relief,01/11/2019,,,,,, ‹¨«-   ,
21955,Knitwell Wools Limited,"3rd And 4th Floors, 116, Sunbridge Road, Bradford, BD1 2NE",BD1 2NE,53.79433,-1.75807,1990-04-01,10750,CW,WAREHOUSE AND PREMISES,1990-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
21957,My Phone Limited,"5, Westgate, Bradford, BD1 2QL",BD1 2QL,53.79434,-1.75599,1990-04-01,7000,CS,,2018-08-13,Y,Occupied,,,Small Business Rates Relief,13/08/2018,,,,,, ‹¨«-   ,
21963,The Bradford Underground Limited,"9, Duke Street, Bradford, BD1 3QT",BD1 3QT,53.79576,-1.75554,1990-04-01,21750,CL2,NIGHTCLUB AND PREMISES,2016-04-01,Y,Occupied,,,,,,,Retail Discount,,," ‹¨«7,119.50 ",
21964,Pets At Home Ltd,"Unit 6b, Forster Square Retail Park, Valley Road, Bradford, BD1 4AG",BD1 4AG,53.79812,-1.75286,1996-10-06,221000,CS10,RETAIL WAREHOUSE AND PREMISES,1996-10-06,Y,Occupied,,,,,,,,,," ‹¨«111,384.00 ",
21967,,"Ground Floor, 20, Barry Street, Bradford, BD1 2AW",BD1 2AW,53.79457,-1.75783,1990-04-01,7400,CS,SHOP AND PREMISES,2008-11-15,Y,Occupied,,,Small Business Rates Relief,15/11/2008,,,,,, ‹¨«-   ,
21968,,"53, Swain House Road, Bradford, BD2 1JN",BD2 1JN,53.82128,-1.74233,1990-04-01,6000,CS,SHOP AND PREMISES,2007-08-13,Y,Occupied,,,Small Business Rates Relief,13/08/2007,,,,,, ‹¨«-   ,
21969,,"1, Elliott Street, Silsden, BD20 0DE",BD20 0DE,53.91205,-1.94079,1990-04-01,1850,CS,SHOP AND PREMISES,2014-11-05,Y,Occupied,,,Small Business Rates Relief,05/11/2014,,,,,, ‹¨«-   ,
21972,,"2, Green End Road, East Morton, Keighley, BD20 5TR",BD20 5TR,53.8757,-1.8487,1990-04-01,3400,CS3,,1992-04-14,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
21974,Don Whitley Scientific Limited,"18, Otley Road, Shipley, BD17 7DS",BD17 7DS,53.83542,-1.77479,1990-04-01,21500,CS,SHOP AND PREMISES,2017-01-19,,Empty,Empty Charge Retail,19/01/2017,,,,,,,," ‹¨«10,836.00 ",
21978,,"953, Leeds Road, Bradford, BD3 8JB",BD3 8JB,53.79761,-1.71192,1990-04-01,5700,CS,,1997-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
21980,,"12, Dryden Street, Bradford, BD1 5ND",BD1 5ND,53.78996,-1.7414,1990-04-01,5200,IF3,WORKSHOP AND PREMISES,2007-04-23,Y,Occupied,,,Small Business Rates Relief,23/04/2007,,,,,, ‹¨«-   ,
21982,,"Unit 3a Opposite, Jacmil Farm, Tong Lane, Tong, Bradford, BD4 0RU",BD4 0RU,53.7785,-1.64437,1993-07-12,1875,CW3,STORE AND PREMISES,2000-09-11,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
21983,,"393-395, Tong Street, Bradford, BD4 9RU",BD4 9RU,53.76822,-1.71118,1990-04-01,10000,CS,SHOP AND PREMISES,1998-09-16,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
21986,Taylor & Smith Property Limited,"69, Main Street, Haworth, Keighley, BD22 8DA",BD22 8DA,53.82957,-1.95441,1990-04-01,5400,CS,,2019-07-04,,Empty,Exempt Listed Building,04/07/2019,,,,,,,, ‹¨«-   ,
21988,,"798, Thornton Road, Bradford, BD8 0LE",BD8 0LE,53.79767,-1.79762,1990-04-01,7900,CS,,2018-08-26,Y,Occupied,,,Small Business Rates Relief,06/03/2019,,,,,, ‹¨«-   ,
21989,,"41, Beckside Road, Bradford, BD7 2JL",BD7 2JL,53.78711,-1.78855,1990-04-01,5500,CS,SHOP AND PREMISES,2006-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
21990,,"24-26, Beacon Road, Bradford, BD6 3EZ",BD6 3EZ,53.76837,-1.78389,1990-04-01,1800,CW3,STORE AND PREMISES,2019-04-01,,Empty,Exempt below RV,26/06/2019,,,,,,,, ‹¨«-   ,
